,PMID,TITLE,File,Article Citation,Accession ID,Last Updated (YYYY-MM-DD HH:MM:SS),License
16708,32364042,Assessing association of preoperative estimated glomerular filtration rate with postoperative acute kidney injury in very elderly surgical patients.,oa_package/af/32/PMC7241471.tar.gz,Ren Fail. 2020 May 2; 42(1):39853-399,PMC7241471,6/1/2020 20:40,CC BY
16709,32316910,Effect of continuous use of metformin on kidney function in diabetes patients with acute myocardial infarction undergoing primary percutaneous coronary intervention.,oa_package/bf/9c/PMC7175536.tar.gz,BMC Cardiovasc Disord. 2020 Apr 21; 20:187,PMC7175536,4/24/2020 20:36,CC BY
16712,32308095,Assessing risk of postoperative acute kidney injury in very elderly surgical patients using estimated glomerular filtration rate: we still need more researches.,oa_package/e1/99/PMC7191894.tar.gz,Ren Fail. 2020 Apr 20; 42(1):39151-392,PMC7191894,5/5/2020 20:56,CC BY
16713,32354634,A single center observational study of the clinical characteristics and short-term outcome of 20 kidney transplant patients admitted for SARS-CoV2 pneumonia.,oa_package/ff/4e/PMC7142691.tar.gz,Kidney Int. 2020 Jun 9; 97(6):1083-1088,PMC7142691,6/4/2020 16:56,NO-CC CODE
16715,32307616,Factors associated with major adverse kidney events in patients who underwent veno-arterial extracorporeal membrane oxygenation.,oa_package/e3/02/PMC7167383.tar.gz,Ann Intensive Care. 2020 Apr 20; 10:44,PMC7167383,4/23/2020 20:35,CC BY
16719,32302336,Role of intraoperative oliguria in risk stratification for postoperative acute kidney injury in patients undergoing colorectal surgery with an enhanced recovery protocol: A propensity score matching analysis.,oa_package/36/10/PMC7164643.tar.gz,PLoS One. 2020 Apr 17; 15(4):e0231447,PMC7164643,4/22/2020 20:37,CC BY
16720,32300140,The Clinical Course of Acute Kidney Disease after Cardiac Surgery: A Retrospective Observational Study.,oa_package/87/95/PMC7162986.tar.gz,Sci Rep. 2020 Apr 16; 10:6490,PMC7162986,4/23/2020 20:35,CC BY
16721,32087614,Renal expression and urinary excretion of liver-type fatty acid-binding protein in cats with renal disease.,oa_package/e0/7a/PMC7096645.tar.gz,J Vet Intern Med. 2020 Mar 22; 34(2):761-769,PMC7096645,3/26/2020 20:34,CC BY
16724,32050627,Urinary Liver-Type Fatty-Acid-Binding Protein Predicts Long-Term Adverse Outcomes in Medical Cardiac Intensive Care Units.,oa_package/19/39/PMC7073895.tar.gz,J Clin Med. 2020 Feb 10; 9(2):482,PMC7073895,3/19/2020 20:56,CC BY
16728,31645505,Temporal changes in urinary excretion of liver-type fatty acid binding protein (L-FABP) in acute kidney injury model of domestic cats: a preliminary study.,oa_package/80/d6/PMC6943323.tar.gz,J Vet Med Sci. 2019 Dec 22; 81(12):1868-1872,PMC6943323,1/8/2020 19:19,CC BY-NC-ND
16731,31583093,Disrupted tubular parathyroid hormone/parathyroid hormone receptor signaling and damaged tubular cell viability possibly trigger postsurgical kidney injury in patients with advanced hyperparathyroidism.,oa_package/fd/1c/PMC6768296.tar.gz,Clin Kidney J. 2019 Jan 28; 12(5):686-692,PMC6768296,10/5/2019 22:56,CC BY-NC
16734,31572822,Screening of Early Diagnostic Markers of Gentamicin-induced Acute Kidney Injury in Canines.,oa_package/79/be/PMC6749733.tar.gz,J Vet Res. 2019 Sep 13; 63(3):405-411,PMC6749733,10/2/2019 18:56,CC BY-NC-ND
16747,31546745,Urinary Human Epididymis Secretory Protein 4 as a Useful Biomarker for Subclinical Acute Rejection Three Months after Kidney Transplantation.,oa_package/a5/77/PMC6801851.tar.gz,Int J Mol Sci. 2019 Sep 22; 20(19):4699,PMC6801851,10/31/2019 20:21,CC BY
16751,31470789,Clinical significance of urinary L-FABP in the emergency department.,oa_package/1f/ee/PMC6716847.tar.gz,Int J Emerg Med. 2019 Aug 30; 12:24,PMC6716847,9/5/2019 20:17,CC BY
16754,31310475,Acute Kidney Injury after Cardiac Surgery: Risk Factors and Novel Biomarkers.,oa_package/ba/4b/PMC6629228.tar.gz,Braz J Cardiovasc Surg. 2019 May-Jun; 34(3):352-360,PMC6629228,7/23/2019 20:18,CC BY-NC-ND
16757,31242630,Neutrophil Gelatinase-Associated Lipocalin Is Not Associated with Tacrolimus-Induced Acute Kidney Injury in Liver Transplant Patients Who Received Mycophenolate Mofetil with Delayed Introduction of Tacrolimus.,oa_package/2b/70/PMC6627315.tar.gz,Int J Mol Sci. 2019 Jun 25; 20(12):3103,PMC6627315,7/23/2019 20:18,CC BY
16760,30119691,Predicting acute kidney injury using urinary liver-type fatty-acid binding protein and serum N-terminal pro-B-type natriuretic peptide levels in patients treated at medical cardiac intensive care units.,oa_package/82/a6/PMC6098639.tar.gz,Crit Care. 2018 Aug 18; 22:197,PMC6098639,8/23/2018 20:04,CC BY
16765,29881239,Acute kidney injury in acute-on-chronic liver failure is different from in decompensated cirrhosis.,oa_package/f2/2f/PMC5989244.tar.gz,World J Gastroenterol. 2018 Jun 7; 24(21):2300-2310,PMC5989244,6/9/2018 22:20,CC BY-NC
16778,31791266,Correlation of prechemotherapy urinary megalin ectodomain (A-megalin) levels with the development of cisplatin-induced nephrotoxicity: a prospective observational study.,oa_package/bb/73/PMC6889728.tar.gz,BMC Cancer. 2019 Dec 2; 19:1170,PMC6889728,12/11/2019 19:18,CC BY
16780,31483944,Circulating kidney injury molecule-1 as a biomarker of renal parameters in diabetic kidney disease.,oa_package/1e/5c/PMC7078097.tar.gz,J Diabetes Investig. 2020 Mar 21; 11(2):435-440,PMC7078097,3/19/2020 20:56,CC BY-NC
16781,31366007,Potential Prognostic Markers of Acute Kidney Injury in the Early Phase of Acute Pancreatitis.,oa_package/c2/6f/PMC6696144.tar.gz,Int J Mol Sci. 2019 Jul 30; 20(15):3714,PMC6696144,9/5/2019 20:17,CC BY
16790,31334096,Effect of <i>Tribulus terrestris</i> in mercuric chloride-induced renal accumulation of mercury and nephrotoxicity in rat.,oa_package/79/6a/PMC6621347.tar.gz,J Adv Pharm Technol Res. 2019 Jul-Sep; 10(3):132-137,PMC6621347,7/24/2019 18:56,CC BY-NC-SA
16793,31286669,Pharmacological and genetic inhibition of fatty acid-binding protein 4 alleviated cisplatin-induced acute kidney injury.,oa_package/b6/04/PMC6714212.tar.gz,J Cell Mol Med. 2019 Sep 8; 23(9):6260-6270,PMC6714212,2/6/2020 9:56,CC BY
16794,31246107,Using Collaborative Cross Mouse Population to Fill Data Gaps in Risk Assessment: A Case Study of Population-Based Analysis of Toxicokinetics and Kidney Toxicodynamics of Tetrachloroethylene.,oa_package/71/51/PMC6792382.tar.gz,Environ Health Perspect. 2019 Jun 27; 127(6):067011,PMC6792382,11/6/2019 19:18,NO-CC CODE
16797,28841902,Markers of acute kidney injury in patients with sepsis: the role of soluble thrombomodulin.,oa_package/bc/fa/PMC5574079.tar.gz,Crit Care. 2017 Aug 25; 21:229,PMC5574079,8/30/2017 20:08,CC BY
16805,32341519,Retrospective analysis of laboratory testing in 54 patients with severe- or critical-type 2019 novel coronavirus pneumonia.,oa_package/51/19/PMC7184820.tar.gz,Lab Invest. 2020 Apr 27;:1-7,PMC7184820,5/7/2020 18:56,NO-CC CODE
16808,32286477,Preoperative Serum Fibrinogen is Associated With Acute Kidney Injury after Cardiac Valve Replacement Surgery.,oa_package/67/6b/PMC7156756.tar.gz,Sci Rep. 2020 Apr 14; 10:6403,PMC7156756,4/22/2020 20:37,CC BY
16810,29050500,Prophylactic Fibrinogen Decreases Postoperative Bleeding but Not Acute Kidney Injury in Patients Undergoing Heart Transplantation.,oa_package/ab/ec/PMC6714712.tar.gz,Clin Appl Thromb Hemost. 2018 Sep 19; 24(6):998-1004,PMC6714712,9/4/2019 20:18,CC BY-NC
16811,28717377,Appropriate blood component therapy can reduce postcardiac surgery acute kidney injury through packed cell transfusion reduction.,oa_package/3d/aa/PMC5508503.tar.gz,J Res Med Sci. 2017 Jun 21; 22:80,PMC5508503,7/21/2017 4:56,CC BY-NC-SA
16812,28184033,Extracorporeal Membrane Oxygenation Outcomes in Acute Respiratory Distress Treatment: Case Study in a Chinese Referral Center.,oa_package/9b/48/PMC5317293.tar.gz,Med Sci Monit. 2017 Feb 10; 23:741-750,PMC5317293,2/27/2017 19:08,NO-CC CODE
16813,26395443,Thromboelastometry-guided hemostatic therapy: an efficacious approach to manage bleeding risk in acute fatty liver of pregnancy: a case report.,oa_package/40/d5/PMC4580117.tar.gz,J Med Case Rep. 2015 Sep 23; 9:202,PMC4580117,9/24/2015 16:22,CC BY
16819,25386851,Evidence of uncoupling between renal dysfunction and injury in cardiorenal syndrome: insights from the BIONICS study.,oa_package/7b/d9/PMC4227686.tar.gz,PLoS One. 2014 Nov 11; 9(11):e112313,PMC4227686,4/1/2018 2:31,CC BY
16823,31110167,Urinary and Serum Biomarkers for Prediction of Acute Kidney Injury in Patients Undergoing Liver Transplantation.,oa_package/fd/38/PMC6543872.tar.gz,Ann Transplant. 2019 May 21; 24:291-297,PMC6543872,6/13/2019 20:18,CC BY-NC-ND
16824,28792192,"Early term effect of ureterorenoscopy (URS) on the Kidney: research measuring NGAL, KIM-1, FABP and CYS C levels in urine.",oa_package/9a/ed/PMC5678520.tar.gz,Int Braz J Urol. 2017 Sep-Oct; 43(5):887-895,PMC5678520,11/16/2017 19:08,CC BY
16825,27788160,Storage Time and Urine Biomarker Levels in the ASSESS-AKI Study.,oa_package/86/7b/PMC5082822.tar.gz,PLoS One. 2016 Oct 27; 11(10):e0164832,PMC5082822,2/8/2019 17:56,CC0
16826,27537050,First Post-Operative Urinary Kidney Injury Biomarkers and Association with the Duration of AKI in the TRIBE-AKI Cohort.,oa_package/d6/3e/PMC4990204.tar.gz,PLoS One. 2016 Aug 18; 11(8):e0161098,PMC4990204,2/11/2019 15:56,CC BY
16827,26986138,Pre-transplant Evaluation of Donor Urinary Biomarkers can Predict Reduced Graft Function After Deceased Donor Kidney Transplantation.,oa_package/7a/9a/PMC4839919.tar.gz,Medicine (Baltimore). 2016 Mar 18; 95(11):e3076,PMC4839919,6/2/2016 20:08,CC BY-NC-ND
16828,26697893,Urinary Kidney Injury Molecules in Children with Iron-Deficiency Anemia.,oa_package/e3/1b/PMC4694706.tar.gz,Med Sci Monit. 2015 Dec 24; 21:4023-4059,PMC4694706,1/6/2016 19:08,NO-CC CODE
16835,26175216,Biomarkers of delayed graft function as a form of acute kidney injury in kidney transplantation.,oa_package/26/e5/PMC4502393.tar.gz,Sci Rep. 2015 Jul 15; 5:11684,PMC4502393,2/3/2016 21:13,CC BY
16840,32427878,Dynamic 2-deoxy-2[18F] fluoro-D-glucose PET/MRI in human renal allotransplant patients undergoing acute kidney injury.,oa_package/34/53/PMC7237443.tar.gz,Sci Rep. 2020 May 19; 10:8270,PMC7237443,5/29/2020 20:36,CC BY
16843,32350374,Empagliflozin attenuates acute kidney injury after myocardial infarction in diabetic rats.,oa_package/11/cc/PMC7190820.tar.gz,Sci Rep. 2020 Apr 29; 10:7238,PMC7190820,5/5/2020 20:56,CC BY
16847,32332068,<i>Lactobacillus salivarius</i> AP-32 and <i>Lactobacillus reuteri</i> GL-104 decrease glycemic levels and attenuate diabetes-mediated liver and kidney injury in db/db mice.,oa_package/be/fa/PMC7202753.tar.gz,BMJ Open Diabetes Res Care. 2020 Apr 23; 8(1):e001028,PMC7202753,5/13/2020 20:36,CC BY-NC
16848,32322505,Fatal acute haemolysis and methaemoglobinaemia in a man with renal failure and Alkaptonuria - Is nitisinone the solution?,oa_package/ab/6d/PMC7171525.tar.gz,Mol Genet Metab Rep. 2020 Apr 16; 23:100588,PMC7171525,4/24/2020 20:36,CC BY-NC-ND
16852,32185580,Effects of Sodium-Glucose Co-transporter 2 Inhibition with Empaglifozin on Renal Structure and Function in Non-diabetic Rats with Left Ventricular Dysfunction After Myocardial Infarction.,oa_package/be/11/PMC7242237.tar.gz,Cardiovasc Drugs Ther. 2020 Mar 17; 34(3):311-321,PMC7242237,6/3/2020 20:37,CC BY
16856,32153705,[Hemoglobinuria in children hospitalized in Ouagadougou: short term inpatient care and prognosis].,oa_package/ce/7f/PMC7046116.tar.gz,Pan Afr Med J. 2019 Nov 26; 34:165,PMC7046116,3/11/2020 20:35,CC BY
16861,27527370,Urinary π-glutathione S-transferase Predicts Advanced Acute Kidney Injury Following Cardiovascular Surgery.,oa_package/3b/44/PMC4985825.tar.gz,Sci Rep. 2016 Aug 16; 6:26335,PMC4985825,8/22/2016 20:08,CC BY
16862,32218556,Demonstration of Subclinical Early Nephrotoxicity Induced by Occupational Exposure to Silica among Workers in Pottery Industry.,oa_package/0a/84/PMC7205507.tar.gz,Int J Occup Environ Med. 2020 Apr 1; 11(2):85-94,PMC7205507,5/8/2020 20:37,CC BY-NC-SA
16868,30380730,Gamma Glutamyl Transferase and Uric Acid Levels Can Be Associated with the Prognosis of Patients in the Pediatric Intensive Care Unit.,oa_package/bf/21/PMC6262526.tar.gz,Children (Basel). 2018 Oct 30; 5(11):147,PMC6262526,12/3/2018 19:21,CC BY
16869,29214868,Sulfasalazine induces mitochondrial dysfunction and renal injury.,oa_package/e4/c2/PMC6446160.tar.gz,Ren Fail. 2017 Dec 7; 39(1):745104-753,PMC6446160,4/9/2019 20:19,CC BY
16871,28317878,Kidney-specific transposon-mediated gene transfer in vivo.,oa_package/55/9b/PMC5357952.tar.gz,Sci Rep. 2017 Mar 20; 7:44904,PMC5357952,3/22/2017 20:08,CC BY
16873,32300902,SEA-MAKE score as a tool for predicting major adverse kidney events in critically ill patients with acute kidney injury: results from the SEA-AKI study.,oa_package/23/09/PMC7162998.tar.gz,Ann Intensive Care. 2020 Apr 16; 10:42,PMC7162998,4/24/2020 20:36,CC BY
16876,31969925,Severe Hypophosphatemia-Induced Acute Toxic-Metabolic Encephalopathy in Continuous Renal Replacement Therapy.,oa_package/c2/34/PMC6962441.tar.gz,Electrolyte Blood Press. 2019 Dec 31; 17(2):62-65,PMC6962441,1/24/2020 17:56,CC BY-NC
16878,31410399,Acute Kidney Injury in Severe Trauma Patients; a Record-Based Retrospective Study.,oa_package/ef/72/PMC6683585.tar.gz,Adv J Emerg Med. 2019 Mar 27; 3(3):e22,PMC6683585,8/15/2019 18:56,NO-CC CODE
16893,31170938,Acute kidney injury and the risk of mortality in patients with methanol intoxication.,oa_package/e1/5f/PMC6554873.tar.gz,BMC Nephrol. 2019 Jun 6; 20:205,PMC6554873,6/16/2019 18:56,CC BY
16894,30405282,Clinical and Laboratory Features Associated with Acute Kidney Injury in Severe Malaria.,oa_package/ef/79/PMC6201649.tar.gz,Indian J Crit Care Med. 2018 Oct; 22(10):718-722,PMC6201649,11/9/2018 15:55,CC BY-NC-SA
16895,30094049,Prediction of Acute Kidney Injury With a Machine Learning Algorithm Using Electronic Health Record Data.,oa_package/10/87/PMC6080076.tar.gz,Can J Kidney Health Dis. 2018 Jun 8; 5:2054358118776326,PMC6080076,8/11/2018 19:51,CC BY-NC
16898,29743761,Predictors of Mortality in Acute Kidney Injury Patients Admitted to Medicine Intensive Care Unit in a Rural Tertiary Care Hospital.,oa_package/69/9c/PMC5930526.tar.gz,Indian J Crit Care Med. 2018 Apr; 22(4):231-237,PMC5930526,5/11/2018 16:35,CC BY-NC-SA
16899,29315336,Hyperphosphatemia is associated with high mortality in severe burns.,oa_package/d1/73/PMC5760089.tar.gz,PLoS One. 2018 Jan 9; 13(1):e0190978,PMC5760089,1/22/2018 19:07,CC BY
16900,29214784,Contrast-Induced Acute Kidney Injury after Coil Embolization for Aneurysmal Subarachnoid Hemorrhage.,oa_package/8b/c4/PMC5725346.tar.gz,Yonsei Med J. 2018 Jan 1; 59(1):107-112,PMC5725346,10/23/2018 11:05,CC BY-NC
16901,29445145,Canagliflozin mediated dual inhibition of mitochondrial glutamate dehydrogenase and complex I: an off-target adverse effect.,oa_package/d7/3e/PMC5833677.tar.gz,Cell Death Dis. 2018 Feb 14; 9(2):226,PMC5833677,3/5/2018 19:08,CC BY
16902,25510860,Pleurotus ostreatus opposes mitochondrial dysfunction and oxidative stress in acetaminophen-induced hepato-renal injury.,oa_package/d7/23/PMC4301462.tar.gz,BMC Complement Altern Med. 2014 Dec 15; 14:494,PMC4301462,2/12/2015 10:24,CC BY
16908,26124642,Characterization of renal biomarkers for use in clinical trials: effect of preanalytical processing and qualification using samples from subjects with diabetes.,oa_package/14/9c/PMC4482374.tar.gz,Drug Des Devel Ther. 2015 Jun 22; 9:3191-3198,PMC4482374,7/1/2015 15:11,CC BY-NC
16912,26496290,Early Markers of Tubulointerstitial Fibrosis in Children With Idiopathic Nephrotic Syndrome: Preliminary Report.,oa_package/f6/8d/PMC4620806.tar.gz,Medicine (Baltimore). 2015 Oct 23; 94(42):e1746,PMC4620806,10/27/2015 20:32,CC BY-ND
16913,24611000,Characterization of renal biomarkers for use in clinical trials: biomarker evaluation in healthy volunteers.,oa_package/1c/e3/PMC3928457.tar.gz,Drug Des Devel Ther. 2014 Feb 13; 8:227-237,PMC3928457,3/13/2014 14:16,CC BY-NC
16915,24278608,Kidney Toxicity Induced by 13 Weeks Exposure to the Fruiting Body of Paecilomyces sinclairii in Rats.,oa_package/de/95/PMC3834420.tar.gz,Toxicol Res. 2012 Sep; 28(3):179-185,PMC3834420,11/28/2013 22:24,NO-CC CODE
16916,32349732,Acute kidney injury in hospitalized patients with nonexacerbated chronic obstructive pulmonary disease.,oa_package/ae/70/PMC7191739.tar.gz,BMC Pulm Med. 2020 Apr 29; 20:108,PMC7191739,5/4/2020 20:38,CC BY
16917,32312299,Using arterial-venous oxygen difference to guide red blood cell transfusion strategy.,oa_package/9b/99/PMC7171832.tar.gz,Crit Care. 2020 Apr 20; 24:160,PMC7171832,4/24/2020 20:36,CC BY
16923,32029698,A Case of Evans Syndrome with Acute Hemolysis and Hemoglobin Cast Nephropathy.,oa_package/bc/c5/PMC7020757.tar.gz,Am J Case Rep. 2020 Feb 7; 21:e920760-1-e920760-4,PMC7020757,3/5/2020 19:33,CC BY-NC-ND
16927,31888760,"Preoperative platelet count, preoperative hemoglobin concentration and deep hypothermic circulatory arrest duration are risk factors for acute kidney injury after pulmonary endarterectomy: a retrospective cohort study.",oa_package/ae/fb/PMC6937636.tar.gz,J Cardiothorac Surg. 2019 Dec 30; 14:220,PMC6937636,1/1/2020 17:56,CC BY
16930,31854243,Importance of sodium-glucose cotransporter 2 inhibitor use in diabetic patients with acute heart failure.,oa_package/09/6e/PMC6923691.tar.gz,Ther Adv Cardiovasc Dis. 2019 Dec 19; 13:1753944719894509,PMC6923691,1/3/2020 19:18,CC BY-NC
16932,31815192,Machine learning can accurately predict pre-admission baseline hemoglobin and creatinine in intensive care patients.,oa_package/30/f9/PMC6884624.tar.gz,NPJ Digit Med. 2019 Nov 29; 2:116,PMC6884624,12/10/2019 19:56,CC BY
16933,31770251,Repeated and progressive rhabdomyolysis due to a novel carnitine palmitoyltransferase II gene variant in an adult male: A case report.,oa_package/8e/54/PMC6890328.tar.gz,Medicine (Baltimore). 2019 Nov 27; 98(48):e18143,PMC6890328,1/22/2020 19:18,CC BY
16934,27882106,Evaluation of CRRT effects on pyemic secondary AKI by serum cartilage glycoprotein 39 and Annexin A1.,oa_package/3c/1f/PMC5103737.tar.gz,Exp Ther Med. 2016 Nov 9; 12(5):2997-3001,PMC5103737,11/25/2016 19:19,CC BY-NC-ND
16935,27723839,Remote Ischemic Preconditioning for the Prevention of Contrast-Induced Acute Kidney Injury in Diabetics Receiving Elective Percutaneous Coronary Intervention.,oa_package/6a/9f/PMC5056748.tar.gz,PLoS One. 2016 Oct 10; 11(10):e0164256,PMC5056748,2/8/2019 19:19,CC BY
16936,26229324,Role of Vitamin C and E supplementation in reduction of serum level of renal injury marker following shock wave lithotripsy: Prospective single centre experience.,oa_package/5e/bd/PMC4518373.tar.gz,Urol Ann. 2015 Jul-Sep; 7(3):350-354,PMC4518373,8/1/2015 20:19,CC BY-NC-SA
16941,23849485,Diastolic dysfunction is associated with an increased risk of contrast-induced nephropathy: a retrospective cohort study.,oa_package/4a/a4/PMC3717078.tar.gz,BMC Nephrol. 2013 Jul 13; 14:146,PMC3717078,9/30/2014 22:48,CC BY
16942,24826374,Association of inflammatory and endothelial cell activation biomarkers with acute kidney injury after sepsis.,oa_package/a2/44/PMC4018475.tar.gz,Springerplus. 2014 Apr 28; 3:207,PMC4018475,12/4/2014 19:22,CC BY
16943,28932127,An in vitro model of renal inflammation after ischemic oxidative stress injury: nephroprotective effects of a hyaluronan ester with butyric acid on mesangial cells.,oa_package/9a/a0/PMC5598546.tar.gz,J Inflamm Res. 2017 Sep 8; 10:135-142,PMC5598546,9/22/2017 18:59,CC BY-NC
16944,27671340,"Effects of N-acetylcysteine (NAC) supplementation in resuscitation fluids on renal microcirculatory oxygenation, inflammation, and function in a rat model of endotoxemia.",oa_package/ee/c6/PMC5037099.tar.gz,Intensive Care Med Exp. 2016 Sep 26; 4:29,PMC5037099,10/11/2016 20:08,CC BY
16948,24171032,Mediators of inflammation and their effect on resident renal cells: implications in lupus nephritis.,oa_package/e8/9c/PMC3793320.tar.gz,Clin Dev Immunol. 2013 Sep 22; 2013:317682,PMC3793320,5/8/2017 18:48,CC BY
16949,23507925,Delivery of EPC embedded in HA-hydrogels for treatment of acute kidney injury.,oa_package/0b/3a/PMC3732320.tar.gz,Biomatter. 2013 Jan 1; 3(1):e23284,PMC3732320,8/5/2013 20:09,CC BY-NC
16950,32267892,"A combination of monosodium glutamate and high-fat and high-fructose diets increases the risk of kidney injury, gut dysbiosis and host-microbial co-metabolism.",oa_package/cf/7a/PMC7141667.tar.gz,PLoS One. 2020 Apr 8; 15(4):e0231237,PMC7141667,4/10/2020 20:34,CC BY
16952,31731785,The Effects of Meldonium on the Renal Acute Ischemia/Reperfusion Injury in Rats.,oa_package/fe/d6/PMC6888683.tar.gz,Int J Mol Sci. 2019 Nov 15; 20(22):5747,PMC6888683,12/9/2019 19:21,CC BY
16953,31072024,Ethyl Pyruvate Directly Attenuates Active Secretion of HMGB1 in Proximal Tubular Cells via Induction of Heme Oxygenase-1.,oa_package/a8/1a/PMC6572201.tar.gz,J Clin Med. 2019 May 8; 8(5):629,PMC6572201,6/18/2019 20:17,CC BY
16955,30666251,Effects of Changes in the Levels of Damage-Associated Molecular Patterns Following Continuous Veno-Venous Hemofiltration Therapy on Outcomes in Acute Kidney Injury Patients With Sepsis.,oa_package/f5/e0/PMC6330765.tar.gz,Front Immunol. 2019 Jan 7; 9:3052,PMC6330765,1/23/2019 15:56,CC BY
16958,30651760,The HMGB1-RAGE/TLR-TNF-α signaling pathway may contribute to kidney injury induced by hypoxia.,oa_package/ab/6f/PMC6307518.tar.gz,Exp Ther Med. 2019 Jan 6; 17(1):17-26,PMC6307518,1/18/2019 17:56,CC BY-NC-ND
16962,29973233,Postoperative cellular stress in the kidney is associated with an early systemic γδ T-cell immune cell response.,oa_package/fd/ee/PMC6030780.tar.gz,Crit Care. 2018 Jul 4; 22:168,PMC6030780,7/9/2018 20:08,CC BY
16964,29844451,Blockade of HMGB1 Attenuates Diabetic Nephropathy in Mice.,oa_package/99/66/PMC5974129.tar.gz,Sci Rep. 2018 May 29; 8:8319,PMC5974129,5/31/2018 20:12,CC BY
16966,29674665,The proximal tubular α7 nicotinic acetylcholine receptor attenuates ischemic acute kidney injury through Akt/PKC signaling-mediated HO-1 induction.,oa_package/19/f1/PMC5938048.tar.gz,Exp Mol Med. 2018 Apr 20; 50(4):40,PMC5938048,6/15/2018 11:08,CC BY-NC-ND
16967,28637971,Esculentoside A ameliorates cecal ligation and puncture-induced acute kidney injury in rats.,oa_package/12/62/PMC5682342.tar.gz,Exp Anim. 2017 Jun 22; 66(4):303-312,PMC5682342,11/16/2017 19:08,CC BY-NC-ND
16969,28544332,Fibroblast growth factor 2 protects against renal ischaemia/reperfusion injury by attenuating mitochondrial damage and proinflammatory signalling.,oa_package/ad/02/PMC5661260.tar.gz,J Cell Mol Med. 2017 Nov 24; 21(11):2909-2925,PMC5661260,11/1/2017 20:08,CC BY
16970,30532765,FGF10 Protects Against Renal Ischemia/Reperfusion Injury by Regulating Autophagy and Inflammatory Signaling.,oa_package/71/cc/PMC6265307.tar.gz,Front Genet. 2018 Nov 23; 9:556,PMC6265307,12/13/2018 19:19,CC BY
16971,29743526,Pretreatment of Huaiqihuang extractum protects against cisplatin-induced nephrotoxicity.,oa_package/91/6d/PMC5943312.tar.gz,Sci Rep. 2018 May 9; 8:7333,PMC5943312,5/14/2018 20:08,CC BY
16972,29615639,TRPM7 in CHBP-induced renoprotection upon ischemia reperfusion-related injury.,oa_package/ad/bd/PMC5882857.tar.gz,Sci Rep. 2018 Apr 3; 8:5510,PMC5882857,4/9/2018 20:08,CC BY
16974,29258482,"Assessing the recovery from prerenal and renal acute kidney injury after treatment with single herbal medicine via activity of the biomarkers HMGB1, NGAL and KIM-1 in kidney proximal tubular cells treated by cisplatin with different doses and exposure times.",oa_package/db/e8/PMC5738030.tar.gz,BMC Complement Altern Med. 2017 Dec 19; 17:544,PMC5738030,12/21/2017 19:08,CC BY
16975,32296530,Human leucocyte antigen-associated anti-glomerular basement membrane disease in siblings.,oa_package/c2/03/PMC7147311.tar.gz,Clin Kidney J. 2019 Jun 3; 13(2):261-262,PMC7147311,4/17/2020 20:37,CC BY-NC
16976,32216841,Predictors of contrast-induced acute kidney injury in patients with coronary artery disease receiving contrast agents twice within 30 days.,oa_package/9e/8e/PMC7098087.tar.gz,Mil Med Res. 2020 Mar 26; 7:14,PMC7098087,3/29/2020 22:56,CC BY
16978,32059682,Effects of very early start of norepinephrine in patients with septic shock: a propensity score-based analysis.,oa_package/7d/ef/PMC7023737.tar.gz,Crit Care. 2020 Feb 14; 24:52,PMC7023737,2/20/2020 19:31,CC BY
16982,32019488,Effects of low versus standard pressure pneumoperitoneum on renal syndecan-1 shedding and VEGF receptor-2 expression in living-donor nephrectomy: a randomized controlled study.,oa_package/d6/d1/PMC7001365.tar.gz,BMC Anesthesiol. 2020 Feb 4; 20:37,PMC7001365,5/17/2020 20:36,CC BY
16985,31881971,Evaluation of peripheral perfusion index and heart rate variability as early predictors for intradialytic hypotension in critically ill patients.,oa_package/09/9e/PMC6935124.tar.gz,BMC Anesthesiol. 2019 Dec 27; 19:242,PMC6935124,12/30/2019 19:21,CC BY
16986,31814327,β-Blockade attenuates renal blood flow in experimental endotoxic shock by reducing perfusion pressure.,oa_package/5a/b9/PMC6900489.tar.gz,Physiol Rep. 2019 Dec 9; 7(23):e14301,PMC6900489,12/20/2019 19:17,CC BY
16987,31697425,Volume incompliance and transfusion are essential for transfusion-associated circulatory overload: a novel animal model.,oa_package/b6/7a/PMC6916548.tar.gz,Transfusion. 2019 Dec 7; 59(12):3617-3627,PMC6916548,12/23/2019 19:21,CC BY-NC-ND
16988,31534974,The Association between Resting Heart Rate and Urinary Albumin/Creatinine Ratio in Middle-Aged and Elderly Chinese Population: A Cross-Sectional Study.,oa_package/99/5d/PMC6732617.tar.gz,J Diabetes Res. 2019 Aug 25; 2019:9718370,PMC6732617,9/20/2019 20:17,CC BY
16989,31467262,Flecainide Toxicity Resulting in Pacemaker Latency and Intermittent Failure to Capture.,oa_package/c7/7b/PMC6735620.tar.gz,Am J Case Rep. 2019 Aug 30; 20:1279-1283,PMC6735620,9/20/2019 20:17,CC BY-NC-ND
16990,31465554,Clinical examination findings as predictors of acute kidney injury in critically ill patients.,oa_package/37/9d/PMC6916375.tar.gz,Acta Anaesthesiol Scand. 2020 Jan 30; 64(1):69-74,PMC6916375,2/6/2020 9:56,CC BY-NC
16991,31261199,Risk factors for acute kidney injury in patients with acute myocardial infarction.,oa_package/40/2f/PMC6759102.tar.gz,Chin Med J (Engl). 2019 Jul 20; 132(14):1660-1665,PMC6759102,10/7/2019 20:24,CC BY-NC-ND
