KEYWORD A,KEYWORD B,COUNT
organ failure,clinical factors,21
organ failure,clinical variable,0
organ failure,creatinine,323
organ failure,creatine kinase,39
organ failure,c-reactive protein,239
organ failure,crp,137
organ failure,coagulation tests,17
organ failure,complement,101
organ failure,computed tomography,215
organ failure,computed tomographic scanning,0
organ failure,creatine kinase muscle and brain,0
organ failure,ctni,5
organ failure,ct scan,46
organ failure,cystatin c,14
organ failure,cystatin-c,14
organ failure,cxcl10,6
organ failure,cxcr3,0
organ failure,cadherin-5,5
organ failure,calcium,92
organ failure,caspase cleaved cytokeratin 18,1
organ failure,(cck18),0
organ failure,cdh5,0
organ failure,ceruloplasmin,3
organ failure,clinical parameters,47
organ failure,collagen iv,1
organ failure,cytokeratin 18,2
organ failure,d-dimer,44
organ failure,diagnosis,2175
organ failure,diagnostic,730
organ failure,diagnostic modelling,0
organ failure,estimated glomerular filtration rate,20
organ failure,estrogen sulfotransferase,0
organ failure,egfr,21
organ failure,(est-1),0
organ failure,fabps,0
organ failure,fabp,6
organ failure,fatty acid binding protein,10
organ failure,fatty acid binding protein 1,1
organ failure,fdp,5
organ failure,fibrin degradation products,5
organ failure,fibrin/fibrinogen degradation products,1
organ failure,fibrinogen,56
organ failure,fibtem,1
organ failure,full blood cell count,0
organ failure,f- protein,0
organ failure,fabp1,0
organ failure,glucose,154
organ failure,glutathione s-transferases (gst),0
organ failure,gamma glutamyl transferase,5
organ failure,glasgow coma scale,73
organ failure,glutamate dehydrogenase,0
organ failure,gldh,1
organ failure,gstα,0
organ failure,gsta,0
organ failure,glutathione s-transferase alpha,0
organ failure,hemoglobin,108
organ failure,hematocrite,0
organ failure,hs-crp,6
organ failure,hscrp,3
organ failure,hyaluronic acid,5
organ failure,high mobility group box-1,20
organ failure,hmgb1,30
organ failure,howell–jolly bodies,2
organ failure,human leucocyte antigen,4
organ failure,heart rate,119
organ failure,helper t cells,0
organ failure,(hla)-dr,26
organ failure,hppd,0
organ failure,i-fabp,5
organ failure,il-6,278
organ failure,il-8,76
organ failure,il-10,146
organ failure,il-18,11
organ failure,imaging,467
organ failure,independent predictors,142
organ failure,injury severity score,131
organ failure,intestinal-fabp,0
organ failure,iss,65
organ failure,immunoglobulins,38
organ failure,iga,8
organ failure,igm,43
organ failure,igg,50
organ failure,ip-10,6
organ failure,jolly bodies,2
organ failure,kidney injury molecule-1,7
organ failure,(kim-1),3
organ failure,k18,1
organ failure,lect2,0
organ failure,leucocyte cell-derived chemotaxin-2,0
organ failure,lymphocytes,173
organ failure,laboratory parameters,51
organ failure,laboratory tests,48
organ failure,lactate,357
organ failure,lactate dehydrogenase,53
organ failure,(ldh),29
organ failure,l-fabp,1
organ failure,lipocalin,28
organ failure,liver enzyme tests,0
organ failure,liver-fabp,0
organ failure,lipase,37
organ failure,marker,241
organ failure,molecular biomarker,1
organ failure,molecular markers,2
organ failure,myoglobin,9
organ failure,myeloperoxidase,77
organ failure,malate dehydrogenase,0
organ failure,(mcsfr),0
organ failure,macrophage colony stimulating factor receptor,0
organ failure,(mdh),0
organ failure,microrna-122,0
organ failure,mir-122,1
organ failure,mirnas,15
organ failure,mir-216a,0
organ failure,mir-216b,0
organ failure,mir-217,0
organ failure,micrornas,30
organ failure,mean arterial bp,1
organ failure,(mods),234
organ failure,multiple organ dysfunction score,27
organ failure,neutrophil gelatinase-associated lipocalin,24
organ failure,neutrophils,204
organ failure,n-acetyl-β-d-glucosaminidase,1
organ failure,nuclear fragments in circulating erythrocytes,0
organ failure,ngal,20
organ failure,n-gal,0
organ failure,niss,2
organ failure,(no),0
organ failure,nitric oxide,163
organ failure,novel markers,2
organ failure,n-terminal pro-b-type natriuretic peptide,2
organ failure,(nt-probnp),18
organ failure,odd ratio,4
organ failure,opn,3
organ failure,osteopontin,4
organ failure,polymorphonuclear elastase,0
organ failure,pon1,2
organ failure,paraoxonase 1 normalized to prothrombin protein,0
organ failure,platelet count,117
organ failure,polymorpho-nuclear neutrophil elastase,0
organ failure,(pmn),17
organ failure,(pao2),118
organ failure,platelets,88
organ failure,potassium,45
organ failure,parameters,484
organ failure,paraxonase 1,0
organ failure,pon1,2
organ failure,purine nucleoside phosphorylase,0
organ failure,pnp,0
organ failure,pathogenic,115
organ failure,pathologic,74
organ failure,phosphate,40
organ failure,physiologic,161
organ failure,platelets and ph-value,0
organ failure,point of care,40
organ failure,procalcitonin,153
organ failure,(pct),98
organ failure,prothrombin time,48
organ failure,properdin,0
organ failure,protein c,108
organ failure,(paco2),13
organ failure,(paf),8
organ failure,platelet-activating factor,15
organ failure,plasminogen activator inhibitor,38
organ failure,(pai),30
organ failure,(pao2),118
organ failure,(paco2),13
organ failure,platelet-activating factor,15
organ failure,(paf),8
organ failure,(pai),30
organ failure,plasminogen activator inhibitor,38
organ failure,pao2,118
organ failure,revised trauma score,1
organ failure,risk factors,911
organ failure,(roc),318
organ failure,receiver operating characteristic curves,44
organ failure,respiration rate,1
organ failure,red cell count,0
organ failure,sdh,0
organ failure,sorbitol dehydrogenase,0
organ failure,sodium,98
organ failure,suppressor t-cells,0
organ failure,(scr),14
organ failure,screening methods,1
organ failure,sequential organ failure assessment,1306
organ failure,sofa,1090
organ failure,trauma scoring systems,0
organ failure,test,459
organ failure,testing,150
organ failure,(tff3),1
organ failure,trefoil factor 3,1
organ failure,triss,3
organ failure,troponin,45
organ failure,temperature,141
organ failure,trypsinogen-2,2
organ failure,trypsin-2-a1antitrypsin complex,0
organ failure,trypsin-2-aat,0
organ failure,total and segmented leukocytes,0
organ failure,total t lymphocytes,0
organ failure,(ttl),0
organ failure,tuftsin,0
organ failure,the post-traumatic plasma levels of soluble tumor necrosis factor receptors p55 and p75,0
organ failure,urea,116
organ failure,ultrasound,64
organ failure,white blood cell count,41
organ failure,(wbc),34
organ failure,valproic acid,6
organ failure,(vpa),2
organ failure,vascular endothelial growth factor,29
organ failure,(vegf),20
organ failure,venous thromboembolism,16
organ failure,(vte),2
organ injury,α-fetoprotein,0
organ injury,4-hydroxy-phenylpyruvate dioxygenase (hpd),0
organ injury,5’ nucleotidase,3
organ injury,alpha-glutathiones-transferase,0
organ injury,alpha fetoprotein,0
organ injury,(afp),0
organ injury,arginase-1,2
organ injury,arginase 1,2
organ injury,(arg1),2
organ injury,argininosuccinate synthetase,0
organ injury,(ass),0
organ injury,abbreviated injury scale,9
organ injury,albumin,27
organ injury,amylase,20
organ injury,alt: alanine aminotransferase,1
organ injury,alp: alkaline phosphatase,0
organ injury,ast: aspartate aminotransferase,0
organ injury,apache ii,1
organ injury,area under the receiver operating characteristic curve,0
organ injury,arterial pressure,47
organ injury,arterial partial pressure of carbon dioxide,0
organ injury,arterial partial pressure of oxygen,2
organ injury,aurocs,0
organ injury,auc,7
organ injury,active t lymphocytes,0
organ injury,(atl),1
organ injury,amylase,20
organ injury,amyloid a,0
organ injury,arterial ph,0
organ injury,bilirubin,13
organ injury,biochemical,42
organ injury,biochemical marker,0
organ injury,biochemical panel,0
organ injury,biomarkers,114
organ injury,biomarker panel,0
organ injury,biochemical parameters,5
organ injury,blood urine nitrogen,1
organ injury,blood pressure,106
organ injury,bun,16
organ injury,bnp,1
organ injury,b lymphocytes,4
organ injury,(cd3),8
organ injury,(cd4),25
organ injury,(cd8),16
organ injury,complete blood counts,1
organ injury,c3 complement,0
organ injury,complement factor b,1
organ injury,computed tomogram,0
organ injury,c5a,8
organ injury,chip,2
organ injury,ck-mb,0
organ injury,clinical factors,4
organ injury,clinical variable,0
organ injury,creatinine,101
organ injury,creatine kinase,13
organ injury,c-reactive protein,8
organ injury,crp,5
organ injury,coagulation tests,0
organ injury,complement,51
organ injury,computed tomography,61
organ injury,computed tomographic scanning,0
organ injury,creatine kinase muscle and brain,0
organ injury,ctni,1
organ injury,ct scan,24
organ injury,cystatin c,5
organ injury,cystatin-c,5
organ injury,cxcl10,6
organ injury,cxcr3,0
organ injury,cadherin-5,1
organ injury,calcium,17
organ injury,caspase cleaved cytokeratin 18,0
organ injury,(cck18),0
organ injury,cdh5,0
organ injury,ceruloplasmin,0
organ injury,clinical parameters,3
organ injury,collagen iv,1
organ injury,cytokeratin 18,0
organ injury,d-dimer,4
organ injury,diagnosis,159
organ injury,diagnostic,102
organ injury,diagnostic modelling,0
organ injury,estimated glomerular filtration rate,4
organ injury,estrogen sulfotransferase,0
organ injury,egfr,3
organ injury,(est-1),0
organ injury,fabps,1
organ injury,fabp,2
organ injury,fatty acid binding protein,4
organ injury,fatty acid binding protein 1,0
organ injury,fdp,0
organ injury,fibrin degradation products,1
organ injury,fibrin/fibrinogen degradation products,0
organ injury,fibrinogen,6
organ injury,fibtem,0
organ injury,full blood cell count,0
organ injury,f- protein,0
organ injury,fabp1,0
organ injury,glucose,26
organ injury,glutathione s-transferases (gst),0
organ injury,gamma glutamyl transferase,3
organ injury,glasgow coma scale,11
organ injury,glutamate dehydrogenase,0
organ injury,gldh,0
organ injury,gstα,0
organ injury,gsta,0
organ injury,glutathione s-transferase alpha,0
organ injury,hemoglobin,31
organ injury,hematocrite,0
organ injury,hs-crp,0
organ injury,hscrp,0
organ injury,hyaluronic acid,1
organ injury,high mobility group box-1,27
organ injury,hmgb1,35
organ injury,howell–jolly bodies,0
organ injury,human leucocyte antigen,0
organ injury,heart rate,29
organ injury,helper t cells,0
organ injury,(hla)-dr,1
organ injury,hppd,0
organ injury,i-fabp,2
organ injury,il-6,123
organ injury,il-8,14
organ injury,il-10,54
organ injury,il-18,9
organ injury,imaging,105
organ injury,independent predictors,7
organ injury,injury severity score,52
organ injury,intestinal-fabp,1
organ injury,iss,21
organ injury,immunoglobulins,3
organ injury,iga,1
organ injury,igm,1
organ injury,igg,14
organ injury,ip-10,3
organ injury,jolly bodies,0
organ injury,kidney injury molecule-1,1
organ injury,(kim-1),3
organ injury,k18,1
organ injury,lect2,0
organ injury,leucocyte cell-derived chemotaxin-2,0
organ injury,lymphocytes,53
organ injury,laboratory parameters,0
organ injury,laboratory tests,3
organ injury,lactate,70
organ injury,lactate dehydrogenase,26
organ injury,(ldh),18
organ injury,l-fabp,1
organ injury,lipocalin,10
organ injury,liver enzyme tests,0
organ injury,liver-fabp,1
organ injury,lipase,11
organ injury,marker,34
organ injury,molecular biomarker,0
organ injury,molecular markers,0
organ injury,myoglobin,2
organ injury,myeloperoxidase,76
organ injury,malate dehydrogenase,0
organ injury,(mcsfr),0
organ injury,macrophage colony stimulating factor receptor,0
organ injury,(mdh),0
organ injury,microrna-122,0
organ injury,mir-122,5
organ injury,mirnas,11
organ injury,mir-216a,0
organ injury,mir-216b,0
organ injury,mir-217,0
organ injury,micrornas,22
organ injury,mean arterial bp,0
organ injury,(mods),13
organ injury,multiple organ dysfunction score,0
organ injury,neutrophil gelatinase-associated lipocalin,9
organ injury,neutrophils,120
organ injury,n-acetyl-β-d-glucosaminidase,0
organ injury,nuclear fragments in circulating erythrocytes,0
organ injury,ngal,9
organ injury,n-gal,0
organ injury,niss,1
organ injury,(no),0
organ injury,nitric oxide,76
organ injury,novel markers,1
organ injury,n-terminal pro-b-type natriuretic peptide,0
organ injury,(nt-probnp),1
organ injury,odd ratio,0
organ injury,opn,1
organ injury,osteopontin,2
organ injury,polymorphonuclear elastase,0
organ injury,pon1,0
organ injury,paraoxonase 1 normalized to prothrombin protein,0
organ injury,platelet count,10
organ injury,polymorpho-nuclear neutrophil elastase,0
organ injury,(pmn),24
organ injury,(pao2),8
organ injury,platelets,20
organ injury,potassium,2
organ injury,parameters,83
organ injury,paraxonase 1,0
organ injury,pon1,0
organ injury,purine nucleoside phosphorylase,0
organ injury,pnp,0
organ injury,pathogenic,24
organ injury,pathologic,22
organ injury,phosphate,17
organ injury,physiologic,23
organ injury,platelets and ph-value,0
organ injury,point of care,7
organ injury,procalcitonin,2
organ injury,(pct),1
organ injury,prothrombin time,5
organ injury,properdin,0
organ injury,protein c,12
organ injury,(paco2),2
organ injury,(paf),6
organ injury,platelet-activating factor,7
organ injury,plasminogen activator inhibitor,9
organ injury,(pai),6
organ injury,(pao2),8
organ injury,(paco2),2
organ injury,platelet-activating factor,7
organ injury,(paf),6
organ injury,(pai),6
organ injury,plasminogen activator inhibitor,9
organ injury,pao2,8
organ injury,revised trauma score,7
organ injury,risk factors,86
organ injury,(roc),7
organ injury,receiver operating characteristic curves,0
organ injury,respiration rate,1
organ injury,red cell count,1
organ injury,sdh,0
organ injury,sorbitol dehydrogenase,0
organ injury,sodium,48
organ injury,suppressor t-cells,0
organ injury,(scr),0
organ injury,screening methods,0
organ injury,sequential organ failure assessment,3
organ injury,sofa,1
organ injury,trauma scoring systems,0
organ injury,test,82
organ injury,testing,24
organ injury,(tff3),0
organ injury,trefoil factor 3,0
organ injury,triss,6
organ injury,troponin,19
organ injury,temperature,36
organ injury,trypsinogen-2,0
organ injury,trypsin-2-a1antitrypsin complex,0
organ injury,trypsin-2-aat,0
organ injury,total and segmented leukocytes,0
organ injury,total t lymphocytes,0
organ injury,(ttl),0
organ injury,tuftsin,0
organ injury,the post-traumatic plasma levels of soluble tumor necrosis factor receptors p55 and p75,0
organ injury,urea,52
organ injury,ultrasound,32
organ injury,white blood cell count,3
organ injury,(wbc),3
organ injury,valproic acid,2
organ injury,(vpa),3
organ injury,vascular endothelial growth factor,11
organ injury,(vegf),9
organ injury,venous thromboembolism,3
organ injury,(vte),1
pancreatic trauma,α-fetoprotein,0
pancreatic trauma,4-hydroxy-phenylpyruvate dioxygenase (hpd),0
pancreatic trauma,5’ nucleotidase,0
pancreatic trauma,alpha-glutathiones-transferase,0
pancreatic trauma,alpha fetoprotein,0
pancreatic trauma,(afp),0
pancreatic trauma,arginase-1,0
pancreatic trauma,arginase 1,0
pancreatic trauma,(arg1),0
pancreatic trauma,argininosuccinate synthetase,0
pancreatic trauma,(ass),0
pancreatic trauma,abbreviated injury scale,0
pancreatic trauma,albumin,0
pancreatic trauma,amylase,19
pancreatic trauma,alt: alanine aminotransferase,0
pancreatic trauma,alp: alkaline phosphatase,0
pancreatic trauma,ast: aspartate aminotransferase,0
pancreatic trauma,apache ii,0
pancreatic trauma,area under the receiver operating characteristic curve,0
pancreatic trauma,arterial pressure,0
pancreatic trauma,arterial partial pressure of carbon dioxide,0
pancreatic trauma,arterial partial pressure of oxygen,0
pancreatic trauma,aurocs,0
pancreatic trauma,auc,0
pancreatic trauma,active t lymphocytes,0
pancreatic trauma,(atl),0
pancreatic trauma,amylase,19
pancreatic trauma,amyloid a,0
pancreatic trauma,arterial ph,0
pancreatic trauma,bilirubin,0
pancreatic trauma,biochemical,2
pancreatic trauma,biochemical marker,0
pancreatic trauma,biochemical panel,0
pancreatic trauma,biomarkers,2
pancreatic trauma,biomarker panel,0
pancreatic trauma,biochemical parameters,0
pancreatic trauma,blood urine nitrogen,0
pancreatic trauma,blood pressure,2
pancreatic trauma,bun,0
pancreatic trauma,bnp,0
pancreatic trauma,b lymphocytes,0
pancreatic trauma,(cd3),0
pancreatic trauma,(cd4),0
pancreatic trauma,(cd8),0
pancreatic trauma,complete blood counts,0
pancreatic trauma,c3 complement,0
pancreatic trauma,complement factor b,0
pancreatic trauma,computed tomogram,0
pancreatic trauma,c5a,0
pancreatic trauma,chip,1
pancreatic trauma,ck-mb,0
pancreatic trauma,clinical factors,0
pancreatic trauma,clinical variable,0
pancreatic trauma,creatinine,0
pancreatic trauma,creatine kinase,0
pancreatic trauma,c-reactive protein,2
pancreatic trauma,crp,2
pancreatic trauma,coagulation tests,0
pancreatic trauma,complement,0
pancreatic trauma,computed tomography,25
pancreatic trauma,computed tomographic scanning,1
pancreatic trauma,creatine kinase muscle and brain,0
pancreatic trauma,ctni,0
pancreatic trauma,ct scan,10
pancreatic trauma,cystatin c,0
pancreatic trauma,cystatin-c,0
pancreatic trauma,cxcl10,0
pancreatic trauma,cxcr3,0
pancreatic trauma,cadherin-5,0
pancreatic trauma,calcium,0
pancreatic trauma,caspase cleaved cytokeratin 18,0
pancreatic trauma,(cck18),0
pancreatic trauma,cdh5,0
pancreatic trauma,ceruloplasmin,0
pancreatic trauma,clinical parameters,0
pancreatic trauma,collagen iv,0
pancreatic trauma,cytokeratin 18,0
pancreatic trauma,d-dimer,0
pancreatic trauma,diagnosis,48
pancreatic trauma,diagnostic,30
pancreatic trauma,diagnostic modelling,0
pancreatic trauma,estimated glomerular filtration rate,0
pancreatic trauma,estrogen sulfotransferase,0
pancreatic trauma,egfr,0
pancreatic trauma,(est-1),0
pancreatic trauma,fabps,0
pancreatic trauma,fabp,0
pancreatic trauma,fatty acid binding protein,0
pancreatic trauma,fatty acid binding protein 1,0
pancreatic trauma,fdp,0
pancreatic trauma,fibrin degradation products,0
pancreatic trauma,fibrin/fibrinogen degradation products,0
pancreatic trauma,fibrinogen,0
pancreatic trauma,fibtem,0
pancreatic trauma,full blood cell count,0
pancreatic trauma,f- protein,0
pancreatic trauma,fabp1,0
pancreatic trauma,glucose,2
pancreatic trauma,glutathione s-transferases (gst),0
pancreatic trauma,gamma glutamyl transferase,0
pancreatic trauma,glasgow coma scale,0
pancreatic trauma,glutamate dehydrogenase,0
pancreatic trauma,gldh,0
pancreatic trauma,gstα,0
pancreatic trauma,gsta,0
pancreatic trauma,glutathione s-transferase alpha,0
pancreatic trauma,hemoglobin,0
pancreatic trauma,hematocrite,0
pancreatic trauma,hs-crp,0
pancreatic trauma,hscrp,0
pancreatic trauma,hyaluronic acid,0
pancreatic trauma,high mobility group box-1,1
pancreatic trauma,hmgb1,1
pancreatic trauma,howell–jolly bodies,0
pancreatic trauma,human leucocyte antigen,0
pancreatic trauma,heart rate,0
pancreatic trauma,helper t cells,0
pancreatic trauma,(hla)-dr,0
pancreatic trauma,hppd,0
pancreatic trauma,i-fabp,0
pancreatic trauma,il-6,3
pancreatic trauma,il-8,0
pancreatic trauma,il-10,0
pancreatic trauma,il-18,0
pancreatic trauma,imaging,32
pancreatic trauma,independent predictors,0
pancreatic trauma,injury severity score,9
pancreatic trauma,intestinal-fabp,0
pancreatic trauma,iss,2
pancreatic trauma,immunoglobulins,0
pancreatic trauma,iga,0
pancreatic trauma,igm,0
pancreatic trauma,igg,0
pancreatic trauma,ip-10,0
pancreatic trauma,jolly bodies,0
pancreatic trauma,kidney injury molecule-1,0
pancreatic trauma,(kim-1),0
pancreatic trauma,k18,0
pancreatic trauma,lect2,0
pancreatic trauma,leucocyte cell-derived chemotaxin-2,0
pancreatic trauma,lymphocytes,0
pancreatic trauma,laboratory parameters,1
pancreatic trauma,laboratory tests,0
pancreatic trauma,lactate,0
pancreatic trauma,lactate dehydrogenase,0
pancreatic trauma,(ldh),0
pancreatic trauma,l-fabp,0
pancreatic trauma,lipocalin,0
pancreatic trauma,liver enzyme tests,0
pancreatic trauma,liver-fabp,0
pancreatic trauma,lipase,6
pancreatic trauma,marker,0
pancreatic trauma,molecular biomarker,0
pancreatic trauma,molecular markers,1
pancreatic trauma,myoglobin,0
pancreatic trauma,myeloperoxidase,0
pancreatic trauma,malate dehydrogenase,0
pancreatic trauma,(mcsfr),0
pancreatic trauma,macrophage colony stimulating factor receptor,0
pancreatic trauma,(mdh),0
pancreatic trauma,microrna-122,0
pancreatic trauma,mir-122,0
pancreatic trauma,mirnas,0
pancreatic trauma,mir-216a,0
pancreatic trauma,mir-216b,0
pancreatic trauma,mir-217,0
pancreatic trauma,micrornas,1
pancreatic trauma,mean arterial bp,0
pancreatic trauma,(mods),0
pancreatic trauma,multiple organ dysfunction score,0
pancreatic trauma,neutrophil gelatinase-associated lipocalin,0
pancreatic trauma,neutrophils,0
pancreatic trauma,n-acetyl-β-d-glucosaminidase,0
pancreatic trauma,nuclear fragments in circulating erythrocytes,0
pancreatic trauma,ngal,0
pancreatic trauma,n-gal,0
pancreatic trauma,niss,0
pancreatic trauma,(no),0
pancreatic trauma,nitric oxide,0
pancreatic trauma,novel markers,0
pancreatic trauma,n-terminal pro-b-type natriuretic peptide,0
pancreatic trauma,(nt-probnp),0
pancreatic trauma,odd ratio,0
pancreatic trauma,opn,0
pancreatic trauma,osteopontin,0
pancreatic trauma,polymorphonuclear elastase,0
pancreatic trauma,pon1,0
pancreatic trauma,paraoxonase 1 normalized to prothrombin protein,0
pancreatic trauma,platelet count,0
pancreatic trauma,polymorpho-nuclear neutrophil elastase,0
pancreatic trauma,(pmn),0
pancreatic trauma,(pao2),0
pancreatic trauma,platelets,0
pancreatic trauma,potassium,0
pancreatic trauma,parameters,2
pancreatic trauma,paraxonase 1,0
pancreatic trauma,pon1,0
pancreatic trauma,purine nucleoside phosphorylase,0
pancreatic trauma,pnp,0
pancreatic trauma,pathogenic,0
pancreatic trauma,pathologic,2
pancreatic trauma,phosphate,0
pancreatic trauma,physiologic,0
pancreatic trauma,platelets and ph-value,0
pancreatic trauma,point of care,0
pancreatic trauma,procalcitonin,0
pancreatic trauma,(pct),0
pancreatic trauma,prothrombin time,0
pancreatic trauma,properdin,0
pancreatic trauma,protein c,0
pancreatic trauma,(paco2),0
pancreatic trauma,(paf),0
pancreatic trauma,platelet-activating factor,0
pancreatic trauma,plasminogen activator inhibitor,0
pancreatic trauma,(pai),0
pancreatic trauma,(pao2),0
pancreatic trauma,(paco2),0
pancreatic trauma,platelet-activating factor,0
pancreatic trauma,(paf),0
pancreatic trauma,(pai),0
pancreatic trauma,plasminogen activator inhibitor,0
pancreatic trauma,pao2,0
pancreatic trauma,revised trauma score,1
pancreatic trauma,risk factors,4
pancreatic trauma,(roc),0
pancreatic trauma,receiver operating characteristic curves,0
pancreatic trauma,respiration rate,0
pancreatic trauma,red cell count,0
pancreatic trauma,sdh,0
pancreatic trauma,sorbitol dehydrogenase,0
pancreatic trauma,sodium,0
pancreatic trauma,suppressor t-cells,0
pancreatic trauma,(scr),0
pancreatic trauma,screening methods,0
pancreatic trauma,sequential organ failure assessment,0
pancreatic trauma,sofa,0
pancreatic trauma,trauma scoring systems,0
pancreatic trauma,test,2
pancreatic trauma,testing,1
pancreatic trauma,(tff3),0
pancreatic trauma,trefoil factor 3,0
pancreatic trauma,triss,1
pancreatic trauma,troponin,0
pancreatic trauma,temperature,0
pancreatic trauma,trypsinogen-2,0
pancreatic trauma,trypsin-2-a1antitrypsin complex,0
pancreatic trauma,trypsin-2-aat,0
pancreatic trauma,total and segmented leukocytes,0
pancreatic trauma,total t lymphocytes,0
pancreatic trauma,(ttl),0
pancreatic trauma,tuftsin,0
pancreatic trauma,the post-traumatic plasma levels of soluble tumor necrosis factor receptors p55 and p75,0
pancreatic trauma,urea,0
pancreatic trauma,ultrasound,8
pancreatic trauma,white blood cell count,1
pancreatic trauma,(wbc),0
pancreatic trauma,valproic acid,0
pancreatic trauma,(vpa),0
pancreatic trauma,vascular endothelial growth factor,1
pancreatic trauma,(vegf),0
pancreatic trauma,venous thromboembolism,0
pancreatic trauma,(vte),0
pancreatic injury,α-fetoprotein,0
pancreatic injury,4-hydroxy-phenylpyruvate dioxygenase (hpd),0
pancreatic injury,5’ nucleotidase,0
pancreatic injury,alpha-glutathiones-transferase,0
pancreatic injury,alpha fetoprotein,0
pancreatic injury,(afp),0
pancreatic injury,arginase-1,0
pancreatic injury,arginase 1,0
pancreatic injury,(arg1),0
pancreatic injury,argininosuccinate synthetase,0
pancreatic injury,(ass),0
pancreatic injury,abbreviated injury scale,1
pancreatic injury,albumin,4
pancreatic injury,amylase,90
pancreatic injury,alt: alanine aminotransferase,0
pancreatic injury,alp: alkaline phosphatase,0
pancreatic injury,ast: aspartate aminotransferase,0
pancreatic injury,apache ii,1
pancreatic injury,area under the receiver operating characteristic curve,0
pancreatic injury,arterial pressure,0
pancreatic injury,arterial partial pressure of carbon dioxide,0
pancreatic injury,arterial partial pressure of oxygen,0
pancreatic injury,aurocs,0
pancreatic injury,auc,0
pancreatic injury,active t lymphocytes,0
pancreatic injury,(atl),0
pancreatic injury,amylase,90
pancreatic injury,amyloid a,0
pancreatic injury,arterial ph,0
pancreatic injury,bilirubin,3
pancreatic injury,biochemical,15
pancreatic injury,biochemical marker,1
pancreatic injury,biochemical panel,0
pancreatic injury,biomarkers,23
pancreatic injury,biomarker panel,0
pancreatic injury,biochemical parameters,0
pancreatic injury,blood urine nitrogen,0
pancreatic injury,blood pressure,7
pancreatic injury,bun,2
pancreatic injury,bnp,0
pancreatic injury,b lymphocytes,1
pancreatic injury,(cd3),1
pancreatic injury,(cd4),1
pancreatic injury,(cd8),0
pancreatic injury,complete blood counts,0
pancreatic injury,c3 complement,0
pancreatic injury,complement factor b,0
pancreatic injury,computed tomogram,0
pancreatic injury,c5a,0
pancreatic injury,chip,1
pancreatic injury,ck-mb,0
pancreatic injury,clinical factors,0
pancreatic injury,clinical variable,0
pancreatic injury,creatinine,9
pancreatic injury,creatine kinase,3
pancreatic injury,c-reactive protein,7
pancreatic injury,crp,3
pancreatic injury,coagulation tests,0
pancreatic injury,complement,0
pancreatic injury,computed tomography,31
pancreatic injury,computed tomographic scanning,0
pancreatic injury,creatine kinase muscle and brain,0
pancreatic injury,ctni,0
pancreatic injury,ct scan,9
pancreatic injury,cystatin c,1
pancreatic injury,cystatin-c,1
pancreatic injury,cxcl10,0
pancreatic injury,cxcr3,0
pancreatic injury,cadherin-5,0
pancreatic injury,calcium,15
pancreatic injury,caspase cleaved cytokeratin 18,0
pancreatic injury,(cck18),0
pancreatic injury,cdh5,0
pancreatic injury,ceruloplasmin,0
pancreatic injury,clinical parameters,0
pancreatic injury,collagen iv,0
pancreatic injury,cytokeratin 18,0
pancreatic injury,d-dimer,0
pancreatic injury,diagnosis,61
pancreatic injury,diagnostic,36
pancreatic injury,diagnostic modelling,0
pancreatic injury,estimated glomerular filtration rate,0
pancreatic injury,estrogen sulfotransferase,0
pancreatic injury,egfr,2
pancreatic injury,(est-1),0
pancreatic injury,fabps,0
pancreatic injury,fabp,0
pancreatic injury,fatty acid binding protein,0
pancreatic injury,fatty acid binding protein 1,0
pancreatic injury,fdp,0
pancreatic injury,fibrin degradation products,0
pancreatic injury,fibrin/fibrinogen degradation products,0
pancreatic injury,fibrinogen,2
pancreatic injury,fibtem,0
pancreatic injury,full blood cell count,0
pancreatic injury,f- protein,0
pancreatic injury,fabp1,0
pancreatic injury,glucose,18
pancreatic injury,glutathione s-transferases (gst),0
pancreatic injury,gamma glutamyl transferase,3
pancreatic injury,glasgow coma scale,2
pancreatic injury,glutamate dehydrogenase,0
pancreatic injury,gldh,0
pancreatic injury,gstα,0
pancreatic injury,gsta,0
pancreatic injury,glutathione s-transferase alpha,0
pancreatic injury,hemoglobin,2
pancreatic injury,hematocrite,0
pancreatic injury,hs-crp,0
pancreatic injury,hscrp,0
pancreatic injury,hyaluronic acid,0
pancreatic injury,high mobility group box-1,2
pancreatic injury,hmgb1,5
pancreatic injury,howell–jolly bodies,0
pancreatic injury,human leucocyte antigen,0
pancreatic injury,heart rate,4
pancreatic injury,helper t cells,0
pancreatic injury,(hla)-dr,0
pancreatic injury,hppd,0
pancreatic injury,i-fabp,0
pancreatic injury,il-6,25
pancreatic injury,il-8,2
pancreatic injury,il-10,7
pancreatic injury,il-18,2
pancreatic injury,imaging,39
pancreatic injury,independent predictors,0
pancreatic injury,injury severity score,13
pancreatic injury,intestinal-fabp,0
pancreatic injury,iss,4
pancreatic injury,immunoglobulins,1
pancreatic injury,iga,0
pancreatic injury,igm,1
pancreatic injury,igg,0
pancreatic injury,ip-10,0
pancreatic injury,jolly bodies,0
pancreatic injury,kidney injury molecule-1,0
pancreatic injury,(kim-1),0
pancreatic injury,k18,3
pancreatic injury,lect2,0
pancreatic injury,leucocyte cell-derived chemotaxin-2,0
pancreatic injury,lymphocytes,4
pancreatic injury,laboratory parameters,0
pancreatic injury,laboratory tests,2
pancreatic injury,lactate,5
pancreatic injury,lactate dehydrogenase,2
